car_id,msrp,make,engine_hp,engine_cylinders,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,highway_mpg,city_mpg
742,29995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
743,38795,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
744,58295,Dodge,707.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,22,13
745,45695,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
746,34995,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
747,26995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
748,31995,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
749,49195,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
750,29995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
751,37995,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
752,34995,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
753,38995,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
754,26995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
755,65945,Dodge,707.0,8.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,21,13
756,42795,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
757,35995,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
758,35890,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
759,37995,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
760,49195,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
761,36890,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
762,62495,Dodge,707.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,21,13
763,32890,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
764,26995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
765,39890,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
766,42795,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
767,29995,Dodge,305.0,6.0,AUTOMATIC,rear wheel drive,2.0,Large,Coupe,30,19
768,43995,Dodge,485.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,14
769,37390,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
770,40140,Dodge,375.0,8.0,MANUAL,rear wheel drive,2.0,Large,Coupe,23,15
771,47995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
772,39995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
773,62295,Dodge,707.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,13
774,33595,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
775,36595,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
776,65945,Dodge,707.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,13
777,29995,Dodge,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,31,19
778,39995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
779,50995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
780,36895,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
781,33895,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
782,34790,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
783,51145,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
784,65945,Dodge,707.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,22,13
785,29995,Dodge,292.0,6.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,30,19
786,39890,Dodge,370.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,16
787,44995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
788,39995,Dodge,485.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,25,15
789,22335,Chevrolet,260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22
790,23425,Chevrolet,260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22
791,23425,Chevrolet,260.0,4.0,MANUAL,front wheel drive,4.0,Compact,Sedan,30,22
792,24535,Chevrolet,260.0,4.0,MANUAL,front wheel drive,2.0,Compact,Coupe,30,22
793,28340,Chevrolet,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,14
794,27010,Chevrolet,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,14
795,30665,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
796,32895,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
797,35000,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
798,30365,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
799,33195,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
800,31670,Chevrolet,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18
801,26510,Chevrolet,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18
802,30435,Chevrolet,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20
803,27545,Chevrolet,200.0,4.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,25,19
804,24990,Chevrolet,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20
805,35300,Chevrolet,305.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,24,17
806,27920,Chevrolet,200.0,4.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,27,20
807,22435,Chevrolet,200.0,4.0,MANUAL,rear wheel drive,4.0,Compact,Extended Cab Pickup,26,19
808,29440,Chevrolet,305.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,26,18
809,2000,Dodge,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,33,27
810,2000,Dodge,92.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,32,25
811,2655,Ford,195.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,26,17
812,2702,Ford,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,26,17
813,2937,Ford,200.0,6.0,MANUAL,front wheel drive,4.0,Midsize,Sedan,27,18
814,2000,Volkswagen,158.0,4.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,26,18
815,2000,Volkswagen,178.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23,16
816,2000,Volkswagen,178.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,23,16
817,2000,Volkswagen,178.0,6.0,MANUAL,front wheel drive,2.0,Compact,2dr Hatchback,22,16
818,53000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
819,57000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
820,62000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
821,58000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
822,68160,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
823,64160,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
824,83000,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
825,63160,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
826,64000,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
827,55000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
828,87650,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
829,73450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
830,64450,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
831,69450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
832,60000,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
833,59000,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
834,82270,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
835,86270,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
836,91650,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
837,79000,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
838,68450,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
839,59160,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
840,88345,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
841,79400,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
842,70145,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
843,65145,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
844,83400,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
845,82965,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
846,68855,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
847,59855,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
848,64400,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
849,74145,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
850,63855,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
851,86965,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
852,59400,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
853,92345,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
854,60400,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
855,64855,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
856,69145,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,29,17
857,55400,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,29,17
858,87015,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
859,59905,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
860,74195,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
861,65195,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
862,88395,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
863,59450,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
864,55450,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
865,70195,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
866,68905,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
867,65450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
868,79450,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
869,69905,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
870,69195,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
871,63905,Chevrolet,455.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
872,69450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
873,60450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
874,79195,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
875,92395,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
876,83450,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,22,15
877,83015,Chevrolet,650.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,22,15
878,73905,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
879,64450,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Convertible,25,16
880,64905,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
881,75195,Chevrolet,460.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,25,16
882,81013,Maserati,390.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10
883,85174,Maserati,390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,10
884,86877,Maserati,385.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,16,11
885,82633,Maserati,385.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,15,10
886,87577,Maserati,390.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,Compact,Coupe,18,11
887,79900,Maserati,390.0,8.0,MANUAL,rear wheel drive,2.0,Compact,Coupe,17,12
888,26395,Subaru,160.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,34,30
889,22395,Subaru,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,31,23
890,25095,Subaru,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,34,26
891,23395,Subaru,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,34,26
892,21595,Subaru,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,31,23
893,29995,Subaru,160.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,34,30
894,22495,Subaru,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,30,23
895,23495,Subaru,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26
896,25195,Subaru,148.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,33,26
897,21695,Subaru,148.0,4.0,MANUAL,all wheel drive,4.0,Compact,4dr SUV,30,23
898,29205,Ford,224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16
899,29905,Ford,224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16
900,29905,Ford,239.0,8.0,AUTOMATIC,rear wheel drive,4.0,Large,Sedan,24,16
901,25660,Chevrolet,148.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,Sedan,46,27
902,21920,Chevrolet,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,38,29
903,21240,Chevrolet,153.0,4.0,MANUAL,front wheel drive,4.0,Compact,4dr Hatchback,37,28
904,23945,Chevrolet,153.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr Hatchback,37,28
905,19960,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29
906,21960,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29
907,26240,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
908,23210,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
909,21210,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
910,24990,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,35,29
911,24990,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29
912,19960,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29
913,21960,Mazda,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Compact,4dr SUV,34,29
914,23210,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
915,26240,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
916,21210,Mazda,146.0,4.0,AUTOMATIC,all wheel drive,4.0,Compact,4dr SUV,32,27
917,22795,Mazda,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26
918,24045,Mazda,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25
919,24815,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25
920,26065,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
921,29070,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
922,21395,Mazda,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26
923,27820,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25
924,27970,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25
925,29220,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
926,26215,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
927,21545,Mazda,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26
928,24965,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,25
929,22945,Mazda,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,32,26
930,24195,Mazda,155.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,31,25
931,24395,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
932,21795,Mazda,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26
933,26465,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
934,24445,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
935,21795,Mazda,155.0,4.0,MANUAL,front wheel drive,4.0,Midsize,4dr SUV,35,26
936,23195,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
937,24895,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
938,29870,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
939,28570,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
940,29470,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
941,25215,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
942,25215,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
943,23595,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
944,28220,Mazda,184.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,33,26
945,26515,Mazda,184.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,30,24
946,25950,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18
947,27650,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17
948,31335,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,25,18
949,33035,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,23,17
950,21700,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20
951,22490,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20
952,33340,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17
953,31640,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18
954,21990,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20
955,27955,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17
956,22795,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20
957,26390,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,28,20
958,26255,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18
959,26455,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18
960,31840,Mazda,244.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,24,18
961,26590,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20
962,22995,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20
963,28155,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17
964,33540,Mazda,244.0,4.0,AUTOMATIC,all wheel drive,4.0,Midsize,4dr SUV,21,17
965,22190,Mazda,161.0,4.0,AUTOMATIC,front wheel drive,4.0,Midsize,4dr SUV,27,20
966,31575,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
967,29985,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
968,32480,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
969,36625,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
970,35035,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
971,34070,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
972,35035,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
973,36625,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
974,31575,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
975,34070,Mazda,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,22,16
976,32480,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
977,29985,Mazda,273.0,6.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,24,17
978,35970,Mazda,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22
979,33320,Mazda,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21
980,41970,Mazda,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21
981,40170,Mazda,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22
982,31520,Mazda,227.0,4.0,AUTOMATIC,front wheel drive,4.0,Large,4dr SUV,28,22
983,44015,Mazda,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21
984,37770,Mazda,227.0,4.0,AUTOMATIC,all wheel drive,4.0,Large,4dr SUV,27,21
985,28630,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15
986,31630,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14
987,23710,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15
988,25260,Dodge,210.0,6.0,MANUAL,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,16
989,29355,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14
990,31045,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14
991,23710,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15
992,29355,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Crew Cab Pickup,18,14
993,27960,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
994,30155,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
995,28210,Dodge,210.0,6.0,MANUAL,four wheel drive,4.0,Compact,Crew Cab Pickup,19,15
996,27960,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
997,26405,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15
998,29985,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
999,26810,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
1000,27315,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15
1001,26405,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15
1002,22560,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Extended Cab Pickup,20,15
1003,26325,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15
1004,27880,Dodge,210.0,6.0,AUTOMATIC,four wheel drive,4.0,Compact,Extended Cab Pickup,18,14
1005,25305,Dodge,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,Compact,Crew Cab Pickup,20,15
